3.285000e+02,109,3.272996e+01,frame000044_0.jpg,2.828000e+02,6.280000e+01,9.340000e+01,9.340000e+01,0,0
256,1.255000e+02,2.739069e+01,frame000045_0.jpg,2.182000e+02,8.820000e+01,7.660000e+01,7.660000e+01,0,0
718,299,2.601922e+01,frame000046_0.jpg,6.816000e+02,2.626000e+02,7.380000e+01,7.380000e+01,0,0
1.065000e+02,59,3.332041e+01,frame000051_0.jpg,6.080000e+01,1.280000e+01,9.340000e+01,9.340000e+01,0,0
332,169,2.039608e+01,frame000057_0.jpg,304,141,57,57,0,0
290,3.715000e+02,2.934706e+01,frame000061_0.jpg,2.494000e+02,3.314000e+02,8.220000e+01,8.220000e+01,0,0
3.795000e+02,4.625000e+02,2.094039e+01,frame000062_0.jpg,3.506000e+02,4.336000e+02,5.980000e+01,5.980000e+01,0,0
569,4.405000e+02,2.735416e+01,frame000062_0.jpg,5.312000e+02,4.032000e+02,7.660000e+01,7.660000e+01,0,0
6.345000e+02,522,2.482438e+01,frame000067_0.jpg,600,487,71,71,0,0
137,2.615000e+02,3.175295e+01,frame000071_0.jpg,9.220000e+01,2.172000e+02,9.060000e+01,9.060000e+01,0,0
84,196,25,frame000084_0.jpg,49,161,71,71,0,0
772,1.005000e+02,2.777139e+01,frame000090_0.jpg,7.328000e+02,6.180000e+01,6.820000e+01,7.940000e+01,0,0
5.615000e+02,142,2.666927e+01,frame000099_0.jpg,5.242000e+02,1.042000e+02,7.660000e+01,7.660000e+01,0,0
3.585000e+02,4.615000e+02,2.450510e+01,frame000100_0.jpg,324,427,71,71,0,0
6.135000e+02,2.375000e+02,2.732215e+01,frame000106_0.jpg,5.762000e+02,2.002000e+02,7.660000e+01,7.660000e+01,0,0
7.475000e+02,1.615000e+02,2.687936e+01,frame000109_0.jpg,7.102000e+02,1.242000e+02,7.660000e+01,7.660000e+01,0,0
744,428,2.473863e+01,frame000110_0.jpg,709,393,71,71,0,0
513,5.275000e+02,2.352127e+01,frame000130_0.jpg,4.794000e+02,4.944000e+02,6.820000e+01,6.820000e+01,0,0
2.155000e+02,371,2.951694e+01,frame000134_0.jpg,174,329,85,85,0,0
4.215000e+02,8.450000e+01,2.761340e+01,frame000136_0.jpg,3.828000e+02,4.580000e+01,7.940000e+01,7.940000e+01,0,0
4.045000e+02,5.965000e+02,2.750455e+01,frame000137_0.jpg,3.658000e+02,5.578000e+02,7.940000e+01,4.320000e+01,0,0
4.045000e+02,2.850000e+01,3.092733e+01,frame000138_0.jpg,3.616000e+02,1,8.780000e+01,7.240000e+01,0,30
4.915000e+02,5.135000e+02,2.350532e+01,frame000138_0.jpg,4.584000e+02,4.804000e+02,6.820000e+01,6.820000e+01,0,0
4.675000e+02,5.735000e+02,2.462722e+01,frame000139_0.jpg,433,539,71,62,0,0
256,5.850000e+01,2.766315e+01,frame000141_0.jpg,2.168000e+02,1.980000e+01,7.940000e+01,7.940000e+01,0,0
549,4.250000e+01,2.896981e+01,frame000142_0.jpg,5.084000e+02,2.400000e+00,8.220000e+01,8.220000e+01,0,0
6.025000e+02,538,2.936409e+01,frame000143_0.jpg,5.624000e+02,4.974000e+02,8.220000e+01,8.220000e+01,0,0
396,2.735000e+02,2.258871e+01,frame000144_0.jpg,3.638000e+02,2.418000e+02,6.540000e+01,6.540000e+01,0,0
721,1.025000e+02,2.445915e+01,frame000144_0.jpg,6.874000e+02,6.940000e+01,6.820000e+01,6.820000e+01,0,0
37,1.235000e+02,2.958462e+01,frame000144_0.jpg,1,82,79,85,38,0
274,2.885000e+02,2.910756e+01,frame000146_0.jpg,2.334000e+02,2.484000e+02,8.220000e+01,8.220000e+01,0,0
612,454,2.580698e+01,frame000151_0.jpg,5.756000e+02,4.176000e+02,7.380000e+01,7.380000e+01,0,0
7.365000e+02,90,2.842974e+01,frame000151_0.jpg,6.978000e+02,5.080000e+01,7.940000e+01,7.940000e+01,0,0
389,6.750000e+01,2.936409e+01,frame000151_0.jpg,3.484000e+02,2.740000e+01,8.220000e+01,8.220000e+01,0,0
1.615000e+02,5.215000e+02,2.772183e+01,frame000153_0.jpg,1.228000e+02,4.828000e+02,7.940000e+01,7.940000e+01,0,0
2.885000e+02,3.895000e+02,2.150581e+01,frame000155_0.jpg,2.582000e+02,3.592000e+02,6.260000e+01,6.260000e+01,0,0
6.075000e+02,4.895000e+02,2.438237e+01,frame000156_0.jpg,5.744000e+02,4.564000e+02,6.820000e+01,6.820000e+01,0,0
573,92,2.863564e+01,frame000157_0.jpg,5.324000e+02,5.140000e+01,8.220000e+01,8.220000e+01,0,0
756,1.135000e+02,3.110064e+01,frame000159_0.jpg,7.126000e+02,7.060000e+01,8.780000e+01,8.780000e+01,0,0
755,578,3.114482e+01,frame000160_0.jpg,7.116000e+02,5.346000e+02,8.780000e+01,6.640000e+01,0,0
534,384,2.507987e+01,frame000162_0.jpg,499,349,71,71,0,0
41,5.175000e+02,2.657536e+01,frame000165_0.jpg,3.200000e+00,4.802000e+02,7.660000e+01,7.660000e+01,0,0
141,499,2.451530e+01,frame000168_0.jpg,106,464,71,71,0,0
622,1.695000e+02,2.396351e+01,frame000168_0.jpg,5.884000e+02,1.364000e+02,6.820000e+01,6.820000e+01,0,0
228,54,2.915476e+01,frame000169_0.jpg,1.874000e+02,1.340000e+01,8.220000e+01,8.220000e+01,0,0
328,103,29,frame000170_0.jpg,2.874000e+02,6.240000e+01,8.220000e+01,8.220000e+01,0,0
397,52,2.751363e+01,frame000172_0.jpg,3.578000e+02,1.280000e+01,7.940000e+01,7.940000e+01,0,0
670,5.305000e+02,1.967867e+01,frame000172_0.jpg,642,503,57,57,0,0
5.365000e+02,8.250000e+01,2.589401e+01,frame000173_0.jpg,5.006000e+02,4.660000e+01,7.380000e+01,7.380000e+01,0,0
3.995000e+02,5.545000e+02,2.706474e+01,frame000173_0.jpg,3.622000e+02,5.172000e+02,7.660000e+01,7.660000e+01,0,0
5.215000e+02,579,2.358495e+01,frame000174_0.jpg,4.884000e+02,5.454000e+02,6.820000e+01,5.560000e+01,0,0
7.405000e+02,207,2.773536e+01,frame000178_0.jpg,7.018000e+02,1.678000e+02,7.940000e+01,7.940000e+01,0,0
437,243,2.459675e+01,frame000179_0.jpg,402,208,71,71,0,0
597,200,2.720294e+01,frame000184_0.jpg,5.592000e+02,1.622000e+02,7.660000e+01,7.660000e+01,0,0
100,208,2.640076e+01,frame000184_0.jpg,6.360000e+01,1.716000e+02,7.380000e+01,7.380000e+01,0,0
5.445000e+02,120,2.581182e+01,frame000185_0.jpg,5.086000e+02,8.360000e+01,7.380000e+01,7.380000e+01,0,0
319,3.750000e+01,3.363406e+01,frame000185_0.jpg,2.714000e+02,1,9.620000e+01,8.560000e+01,0,39
1.035000e+02,516,3.332041e+01,frame000186_0.jpg,5.780000e+01,4.698000e+02,9.340000e+01,9.340000e+01,0,0
353,1.665000e+02,3.289757e+01,frame000190_0.jpg,3.068000e+02,1.208000e+02,9.340000e+01,9.340000e+01,0,0
2.325000e+02,5.605000e+02,2.430021e+01,frame000192_0.jpg,1.994000e+02,5.274000e+02,6.820000e+01,6.820000e+01,0,0
478,3.125000e+02,2.670674e+01,frame000198_0.jpg,4.402000e+02,2.752000e+02,7.660000e+01,7.660000e+01,0,0
744,219,29,frame000216_0.jpg,7.034000e+02,1.784000e+02,8.220000e+01,8.220000e+01,0,0
7.775000e+02,195,3.050000e+01,frame000226_0.jpg,7.346000e+02,1.516000e+02,6.640000e+01,8.780000e+01,0,0
2.995000e+02,194,3.064719e+01,frame000238_0.jpg,2.566000e+02,1.506000e+02,8.780000e+01,8.780000e+01,0,0
1.325000e+02,1.225000e+02,2.573908e+01,frame000244_0.jpg,9.660000e+01,8.660000e+01,7.380000e+01,7.380000e+01,0,0
5.685000e+02,223,2.657536e+01,frame000247_0.jpg,5.312000e+02,1.852000e+02,7.660000e+01,7.660000e+01,0,0
368,162,1.843909e+01,frame000255_0.jpg,3.428000e+02,1.368000e+02,5.140000e+01,5.140000e+01,0,0
608,4.675000e+02,2.583118e+01,frame000262_0.jpg,5.716000e+02,4.316000e+02,7.380000e+01,7.380000e+01,0,0
8.650000e+01,495,3.318509e+01,frame000265_0.jpg,4.080000e+01,4.488000e+02,9.340000e+01,9.340000e+01,0,0
2.445000e+02,177,2.717076e+01,frame000269_0.jpg,2.072000e+02,1.392000e+02,7.660000e+01,7.660000e+01,0,0
318,1.305000e+02,2.691189e+01,frame000273_0.jpg,2.802000e+02,9.320000e+01,7.660000e+01,7.660000e+01,0,0
99,468,2.420744e+01,frame000279_0.jpg,6.540000e+01,4.344000e+02,6.820000e+01,6.820000e+01,0,0
564,1.765000e+02,2.912473e+01,frame000280_0.jpg,5.234000e+02,1.364000e+02,8.220000e+01,8.220000e+01,0,0
2.855000e+02,126,2.018044e+01,frame000289_0.jpg,258,98,57,57,0,0
434,253,2.729469e+01,frame000292_0.jpg,3.962000e+02,2.152000e+02,7.660000e+01,7.660000e+01,0,0
7.435000e+02,2.425000e+02,2.263846e+01,frame000300_0.jpg,7.118000e+02,2.108000e+02,6.540000e+01,6.540000e+01,0,0
614,119,2.640076e+01,frame000305_0.jpg,5.776000e+02,8.260000e+01,7.380000e+01,7.380000e+01,0,0
720,3.315000e+02,2.722591e+01,frame000317_0.jpg,6.822000e+02,2.942000e+02,7.660000e+01,7.660000e+01,0,0
2.045000e+02,2.635000e+02,2.902585e+01,frame000323_0.jpg,1.644000e+02,2.234000e+02,8.220000e+01,8.220000e+01,0,0
5.005000e+02,471,2.581182e+01,frame000337_0.jpg,4.646000e+02,4.346000e+02,7.380000e+01,7.380000e+01,0,0
565,5.645000e+02,2.415057e+01,frame000345_0.jpg,5.314000e+02,5.314000e+02,6.820000e+01,6.820000e+01,0,0
7.605000e+02,2.125000e+02,2.710166e+01,frame000378_0.jpg,7.232000e+02,1.752000e+02,7.660000e+01,7.660000e+01,0,0
7.955000e+02,4.185000e+02,2.650472e+01,frame000385_0.jpg,7.582000e+02,3.812000e+02,4.280000e+01,7.660000e+01,0,0
3.445000e+02,18,2.462214e+01,frame000388_0.jpg,310,1,71,53,0,19
3.785000e+02,567,2.565638e+01,frame000389_0.jpg,3.426000e+02,5.306000e+02,7.380000e+01,7.040000e+01,0,0
7.175000e+02,5.850000e+01,1.955761e+01,frame000390_0.jpg,690,31,57,57,0,0
6.015000e+02,2.250000e+01,2.878368e+01,frame000407_0.jpg,5.614000e+02,1,8.220000e+01,6.360000e+01,0,24
5.735000e+02,5.035000e+02,2.593260e+01,frame000408_0.jpg,5.376000e+02,4.676000e+02,7.380000e+01,7.380000e+01,0,0
774,170,2.884441e+01,frame000414_0.jpg,7.334000e+02,1.294000e+02,6.760000e+01,8.220000e+01,0,0
3.645000e+02,2.925000e+02,2.676752e+01,frame000421_0.jpg,3.272000e+02,2.552000e+02,7.660000e+01,7.660000e+01,0,0
219,4.645000e+02,2.787920e+01,frame000435_0.jpg,1.798000e+02,4.258000e+02,7.940000e+01,7.940000e+01,0,0
185,5.175000e+02,2.617728e+01,frame000450_0.jpg,1.486000e+02,4.816000e+02,7.380000e+01,7.380000e+01,0,0
3.315000e+02,2.415000e+02,3.153569e+01,frame000451_0.jpg,2.872000e+02,1.972000e+02,9.060000e+01,9.060000e+01,0,0
68,4.225000e+02,2.170829e+01,frame000458_0.jpg,3.720000e+01,3.922000e+02,6.260000e+01,6.260000e+01,0,0
410,3.850000e+01,2.500500e+01,frame000461_0.jpg,375,4,71,71,0,0
3.575000e+02,529,2.458150e+01,frame000462_0.jpg,323,494,71,71,0,0
7.215000e+02,4.055000e+02,2.510976e+01,frame000463_0.jpg,687,371,71,71,0,0
314,4.925000e+02,2.680019e+01,frame000465_0.jpg,2.762000e+02,4.552000e+02,7.660000e+01,7.660000e+01,0,0
765,311,3.679674e+01,frame000468_0.jpg,7.132000e+02,2.592000e+02,8.780000e+01,1.046000e+02,0,0
83,237,3.138471e+01,frame000477_0.jpg,3.960000e+01,1.936000e+02,8.780000e+01,8.780000e+01,0,0
4.750000e+01,403,2.050000e+01,frame000491_0.jpg,1.860000e+01,3.736000e+02,5.980000e+01,5.980000e+01,0,0
5.745000e+02,4.505000e+02,2.131901e+01,frame000493_0.jpg,5.456000e+02,4.216000e+02,5.980000e+01,5.980000e+01,0,0
488,5.255000e+02,2.445915e+01,frame000496_0.jpg,4.544000e+02,4.924000e+02,6.820000e+01,6.820000e+01,0,0
6.145000e+02,2.135000e+02,2.438237e+01,frame000506_0.jpg,5.814000e+02,1.804000e+02,6.820000e+01,6.820000e+01,0,0
428,357,2.334524e+01,frame000525_0.jpg,3.958000e+02,3.248000e+02,6.540000e+01,6.540000e+01,0,0
7.125000e+02,176,2.107724e+01,frame000536_0.jpg,6.836000e+02,1.466000e+02,5.980000e+01,5.980000e+01,0,0
1.005000e+02,4.345000e+02,2.450510e+01,frame000541_0.jpg,66,400,71,71,0,0
4.035000e+02,358,2.798660e+01,frame000548_0.jpg,3.648000e+02,3.188000e+02,7.940000e+01,7.940000e+01,0,0
288,4.335000e+02,2.900431e+01,frame000561_0.jpg,2.474000e+02,3.934000e+02,8.220000e+01,8.220000e+01,0,0
199,2.895000e+02,2.100595e+01,frame000563_0.jpg,1.696000e+02,2.606000e+02,5.980000e+01,5.980000e+01,0,0
7.695000e+02,3.865000e+02,2.687936e+01,frame000600_0.jpg,7.322000e+02,3.492000e+02,6.880000e+01,7.660000e+01,0,0
52,3.045000e+02,2.638655e+01,frame000609_0.jpg,1.560000e+01,2.686000e+02,7.380000e+01,7.380000e+01,0,0
483,5.455000e+02,2.311385e+01,frame000615_0.jpg,4.508000e+02,5.138000e+02,6.540000e+01,6.540000e+01,0,0
2.175000e+02,248,2.617728e+01,frame000619_0.jpg,1.816000e+02,2.116000e+02,7.380000e+01,7.380000e+01,0,0
5.635000e+02,5.750000e+01,2.164486e+01,frame000620_0.jpg,5.332000e+02,2.720000e+01,6.260000e+01,6.260000e+01,0,0
5.915000e+02,1.705000e+02,2.850439e+01,frame000626_0.jpg,5.514000e+02,1.304000e+02,8.220000e+01,8.220000e+01,0,0
1.275000e+02,94,2.857009e+01,frame000629_0.jpg,8.740000e+01,5.340000e+01,8.220000e+01,8.220000e+01,0,0
69,1.405000e+02,2.581182e+01,frame000640_0.jpg,3.260000e+01,1.046000e+02,7.380000e+01,7.380000e+01,0,0
5.915000e+02,268,2.358495e+01,frame000644_0.jpg,5.584000e+02,2.344000e+02,6.820000e+01,6.820000e+01,0,0
3.655000e+02,345,2.841215e+01,frame000675_0.jpg,3.268000e+02,3.058000e+02,7.940000e+01,7.940000e+01,0,0
1.965000e+02,34,2.864001e+01,frame000676_0.jpg,1.564000e+02,1,8.220000e+01,7.460000e+01,0,35
188,557,2.828427e+01,frame000677_0.jpg,1.488000e+02,5.178000e+02,7.940000e+01,7.940000e+01,0,0
5.375000e+02,2.235000e+02,2.836371e+01,frame000688_0.jpg,4.988000e+02,1.848000e+02,7.940000e+01,7.940000e+01,0,0
3.115000e+02,440,2.358495e+01,frame000693_0.jpg,2.784000e+02,4.064000e+02,6.820000e+01,6.820000e+01,0,0
4.025000e+02,3.915000e+02,2.687936e+01,frame000700_0.jpg,3.652000e+02,3.542000e+02,7.660000e+01,7.660000e+01,0,0
681,253,2.731300e+01,frame000706_0.jpg,6.432000e+02,2.152000e+02,7.660000e+01,7.660000e+01,0,0
4.555000e+02,507,2.504496e+01,frame000722_0.jpg,421,472,71,71,0,0
6.755000e+02,147,2.050000e+01,frame000735_0.jpg,6.466000e+02,1.176000e+02,5.980000e+01,5.980000e+01,0,0
620,4.095000e+02,2.050000e+01,frame000744_0.jpg,5.906000e+02,3.806000e+02,5.980000e+01,5.980000e+01,0,0
6.725000e+02,286,2.375395e+01,frame000746_0.jpg,6.394000e+02,2.524000e+02,6.820000e+01,6.820000e+01,0,0
673,131,2.561250e+01,frame000760_0.jpg,6.366000e+02,9.460000e+01,7.380000e+01,7.380000e+01,0,0
3.295000e+02,260,2.375395e+01,frame000761_0.jpg,2.964000e+02,2.264000e+02,6.820000e+01,6.820000e+01,0,0
5.815000e+02,3.025000e+02,2.401041e+01,frame000764_0.jpg,5.484000e+02,2.694000e+02,6.820000e+01,6.820000e+01,0,0
7.550000e+01,3.655000e+02,2.550490e+01,frame000777_0.jpg,3.960000e+01,3.296000e+02,7.380000e+01,7.380000e+01,0,0
3.005000e+02,2.185000e+02,2.486966e+01,frame000790_0.jpg,266,184,71,71,0,0
219,1.315000e+02,3.051639e+01,frame000794_0.jpg,1.756000e+02,8.860000e+01,8.780000e+01,8.780000e+01,0,0
730,549,2.915476e+01,frame000794_0.jpg,6.894000e+02,5.084000e+02,8.220000e+01,8.220000e+01,0,0
194,4.515000e+02,2.156965e+01,frame000811_0.jpg,1.632000e+02,4.212000e+02,6.260000e+01,6.260000e+01,0,0
41,252,3.436568e+01,frame000818_0.jpg,1,2.044000e+02,8.860000e+01,9.620000e+01,42,0
604,4.615000e+02,2.581182e+01,frame000821_0.jpg,5.676000e+02,4.256000e+02,7.380000e+01,7.380000e+01,0,0
3.295000e+02,105,3.085855e+01,frame000886_0.jpg,2.866000e+02,6.160000e+01,8.780000e+01,8.780000e+01,0,0
4.275000e+02,4.435000e+02,1.903943e+01,frame000919_0.jpg,4.014000e+02,4.174000e+02,5.420000e+01,5.420000e+01,0,0
5.655000e+02,2.175000e+02,2.589401e+01,frame000920_0.jpg,5.296000e+02,1.816000e+02,7.380000e+01,7.380000e+01,0,0
4.605000e+02,1.825000e+02,2.534758e+01,frame000921_0.jpg,426,148,71,71,0,0
399,4.095000e+02,2.326478e+01,frame000921_0.jpg,3.668000e+02,3.778000e+02,6.540000e+01,6.540000e+01,0,0
214,2.235000e+02,2.086265e+01,frame000921_0.jpg,1.846000e+02,1.946000e+02,5.980000e+01,5.980000e+01,0,0
356,348,2.778489e+01,frame000924_0.jpg,3.168000e+02,3.088000e+02,7.940000e+01,7.940000e+01,0,0
253,4.715000e+02,2.610077e+01,frame000928_0.jpg,2.166000e+02,4.356000e+02,7.380000e+01,7.380000e+01,0,0
3.235000e+02,407,2.390084e+01,frame000931_0.jpg,2.904000e+02,3.734000e+02,6.820000e+01,6.820000e+01,0,0
474,58,2.570992e+01,frame000931_0.jpg,4.376000e+02,2.160000e+01,7.380000e+01,7.380000e+01,0,0
464,400,2.505993e+01,frame000932_0.jpg,429,365,71,71,0,0
499,5.665000e+02,2.258871e+01,frame000932_0.jpg,4.668000e+02,5.348000e+02,6.540000e+01,6.540000e+01,0,0
574,136,2.657066e+01,frame000964_0.jpg,5.362000e+02,9.820000e+01,7.660000e+01,7.660000e+01,0,0
2.545000e+02,509,2.052438e+01,frame000965_0.jpg,2.256000e+02,4.796000e+02,5.980000e+01,5.980000e+01,0,0
5.945000e+02,262,2.691189e+01,frame000970_0.jpg,5.572000e+02,2.242000e+02,7.660000e+01,7.660000e+01,0,0
598,97,1.627882e+01,frame000973_0.jpg,5.756000e+02,7.460000e+01,4.580000e+01,4.580000e+01,0,0
515,4.115000e+02,2.412986e+01,frame000973_0.jpg,4.814000e+02,3.784000e+02,6.820000e+01,6.820000e+01,0,0
219,224,2.332381e+01,frame000975_0.jpg,1.868000e+02,1.918000e+02,6.540000e+01,6.540000e+01,0,0
712,270,2.778489e+01,frame000976_0.jpg,6.728000e+02,2.308000e+02,7.940000e+01,7.940000e+01,0,0
299,177,2.596151e+01,frame000985_0.jpg,2.626000e+02,1.406000e+02,7.380000e+01,7.380000e+01,0,0
5.475000e+02,542,3.274523e+01,frame000986_0.jpg,5.018000e+02,4.958000e+02,9.340000e+01,9.340000e+01,0,0
3.695000e+02,445,2.646224e+01,frame000987_0.jpg,3.336000e+02,4.086000e+02,7.380000e+01,7.380000e+01,0,0
4.195000e+02,4.515000e+02,2.710166e+01,frame000988_0.jpg,3.822000e+02,4.142000e+02,7.660000e+01,7.660000e+01,0,0
325,51,2.780288e+01,frame000992_0.jpg,2.858000e+02,1.180000e+01,7.940000e+01,7.940000e+01,0,0
4.065000e+02,296,2.728095e+01,frame000993_0.jpg,3.692000e+02,2.582000e+02,7.660000e+01,7.660000e+01,0,0
6.545000e+02,280,2.550000e+01,frame000993_0.jpg,6.186000e+02,2.436000e+02,7.380000e+01,7.380000e+01,0,0
411,131,2.376973e+01,frame000993_0.jpg,3.774000e+02,9.740000e+01,6.820000e+01,6.820000e+01,0,0
3.185000e+02,5.475000e+02,2.316247e+01,frame000993_0.jpg,2.868000e+02,5.158000e+02,6.540000e+01,6.540000e+01,0,0
9.250000e+01,1.535000e+02,2.815138e+01,frame000994_0.jpg,5.380000e+01,1.148000e+02,7.940000e+01,7.940000e+01,0,0
2.535000e+02,372,2.581182e+01,frame000997_0.jpg,2.176000e+02,3.356000e+02,7.380000e+01,7.380000e+01,0,0
4.415000e+02,2.025000e+02,2.846928e+01,frame000997_0.jpg,4.028000e+02,1.638000e+02,7.940000e+01,7.940000e+01,0,0
244,3.075000e+02,2.634862e+01,frame000999_0.jpg,2.076000e+02,2.716000e+02,7.380000e+01,7.380000e+01,0,0
5.405000e+02,5.335000e+02,2.294559e+01,frame000999_0.jpg,5.088000e+02,5.018000e+02,6.540000e+01,6.540000e+01,0,0
666,489,2.906888e+01,frame001000_0.jpg,6.254000e+02,4.484000e+02,8.220000e+01,8.220000e+01,0,0
5.735000e+02,518,2.383799e+01,frame001001_0.jpg,5.404000e+02,4.844000e+02,6.820000e+01,6.820000e+01,0,0
2.795000e+02,582,2.152324e+01,frame001001_0.jpg,2.492000e+02,5.512000e+02,6.260000e+01,4.980000e+01,0,0
117,327,2.624881e+01,frame001002_0.jpg,8.060000e+01,2.906000e+02,7.380000e+01,7.380000e+01,0,0
683,4.085000e+02,2.811139e+01,frame001003_0.jpg,6.438000e+02,3.698000e+02,7.940000e+01,7.940000e+01,0,0
7.595000e+02,8.850000e+01,2.466779e+01,frame001003_0.jpg,725,54,71,71,0,0
5.035000e+02,1.475000e+02,2.885308e+01,frame001006_0.jpg,4.634000e+02,1.074000e+02,8.220000e+01,8.220000e+01,0,0
126,72,2.823119e+01,frame001006_0.jpg,8.680000e+01,3.280000e+01,7.940000e+01,7.940000e+01,0,0
3.295000e+02,1.775000e+02,2.974054e+01,frame001008_0.jpg,288,136,85,85,0,0
7.445000e+02,1.245000e+02,2.836371e+01,frame001009_0.jpg,7.058000e+02,8.580000e+01,7.940000e+01,7.940000e+01,0,0
3.665000e+02,408,2.522400e+01,frame001010_0.jpg,332,373,71,71,0,0
2.025000e+02,2.275000e+02,2.122499e+01,frame001010_0.jpg,1.736000e+02,1.986000e+02,5.980000e+01,5.980000e+01,0,0
7.815000e+02,3.275000e+02,3.020761e+01,frame001010_0.jpg,740,286,61,85,0,0
2.415000e+02,368,2.504496e+01,frame001012_0.jpg,207,333,71,71,0,0
210,413,2.549510e+01,frame001013_0.jpg,175,378,71,71,0,0
474,6.350000e+01,2.672546e+01,frame001014_0.jpg,4.362000e+02,2.620000e+01,7.660000e+01,7.660000e+01,0,0
6.575000e+02,405,2.900431e+01,frame001014_0.jpg,6.174000e+02,3.644000e+02,8.220000e+01,8.220000e+01,0,0
472,374,2.109502e+01,frame001016_0.jpg,4.426000e+02,3.446000e+02,5.980000e+01,5.980000e+01,0,0
1.745000e+02,439,2.581182e+01,frame001017_0.jpg,1.386000e+02,4.026000e+02,7.380000e+01,7.380000e+01,0,0
1.765000e+02,4.635000e+02,2.676752e+01,frame001019_0.jpg,1.392000e+02,4.262000e+02,7.660000e+01,7.660000e+01,0,0
362,114,2.404163e+01,frame001020_0.jpg,3.284000e+02,8.040000e+01,6.820000e+01,6.820000e+01,0,0
2.335000e+02,216,2.081466e+01,frame001022_0.jpg,2.046000e+02,1.866000e+02,5.980000e+01,5.980000e+01,0,0
4.605000e+02,4.415000e+02,2.930017e+01,frame001028_0.jpg,4.204000e+02,4.014000e+02,8.220000e+01,8.220000e+01,0,0
2.075000e+02,48,2.995413e+01,frame001033_0.jpg,166,6,85,85,0,0
2.585000e+02,356,2.504496e+01,frame001033_0.jpg,224,321,71,71,0,0
569,3.295000e+02,2.452040e+01,frame001033_0.jpg,534,295,71,71,0,0
202,554,2.906888e+01,frame001034_0.jpg,1.614000e+02,5.134000e+02,8.220000e+01,8.220000e+01,0,0
172,5.375000e+02,2.390084e+01,frame001035_0.jpg,1.384000e+02,5.044000e+02,6.820000e+01,6.820000e+01,0,0
568,198,2.751363e+01,frame001037_0.jpg,5.288000e+02,1.588000e+02,7.940000e+01,7.940000e+01,0,0
5.495000e+02,197,2.773536e+01,frame001038_0.jpg,5.108000e+02,1.578000e+02,7.940000e+01,7.940000e+01,0,0
230,3.250000e+01,2.661297e+01,frame001038_0.jpg,1.922000e+02,1,7.660000e+01,7.080000e+01,0,34
61,293,2.765863e+01,frame001038_0.jpg,2.180000e+01,2.538000e+02,7.940000e+01,7.940000e+01,0,0
509,3.375000e+02,2.653771e+01,frame001039_0.jpg,4.712000e+02,3.002000e+02,7.660000e+01,7.660000e+01,0,0
2.965000e+02,429,2.598557e+01,frame001039_0.jpg,2.606000e+02,3.926000e+02,7.380000e+01,7.380000e+01,0,0
7.615000e+02,3.275000e+02,2.438237e+01,frame001040_0.jpg,7.284000e+02,2.944000e+02,6.820000e+01,6.820000e+01,0,0
1.785000e+02,4.725000e+02,3.450362e+01,frame001041_0.jpg,130,424,99,99,0,0
4.475000e+02,3.835000e+02,2.899138e+01,frame001042_0.jpg,4.074000e+02,3.434000e+02,8.220000e+01,8.220000e+01,0,0
